Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,626,706,149823,859435,406292,102647
France,235,254,156068,783596,167106,93048
Russia,205,234,160743,753748,169289,51041
United States,200,213,262689,709070,187602,348199
United Kingdom,162,185,73037,391020,88742,16811
Italy,144,161,358749,1147757,110218,60291
Poland,99,116,60257,346042,71849,12018
Spain,73,84,50034,253987,44999,15109
Austria,77,83,31621,163013,53561,7452
Netherlands,56,68,23246,46211,23258,18798
Switzerland,53,62,21404,111505,37851,7449
Ukraine,39,58,29025,116017,26827,3314
Canada,46,57,197201,495243,21875,42986
Czech Republic,46,57,24644,109205,26044,7826
Belgium,46,51,23705,144211,23872,8308
Brazil,40,49,41624,183969,33130,16195
Japan,41,48,54087,174956,30974,9045
Australia,43,46,13395,74433,19462,5326
Sweden,44,46,22251,116447,18741,4689
Finland,29,37,10323,47043,23539,6739
Haiti,16,30,23252,47081,13919,1960
Hungary,26,30,14012,71954,18757,5385
Denmark,22,27,54975,87960,19309,5400
India,19,27,17792,74465,12512,55369
Belarus,18,26,12416,42136,26072,4380
Portugal,22,26,7449,34905,4044,4054
Norway,20,24,8090,35903,11086,1347
Romania,21,24,14469,68796,24920,7441
China,16,23,25241,129379,17460,7426
Indonesia,16,23,7386,30150,10497,9577
Argentina,19,22,11854,38212,16801,2211
Turkey,13,21,15786,55046,4990,4206
Philippines,13,20,2894,12736,4355,766
Greece,15,19,11446,62129,14277,2844
Mexico,14,19,4689,21541,6493,886
Croatia,12,17,3846,16085,6938,748
Ireland,14,17,11009,48737,9382,740
Slovakia,12,17,3206,15869,5441,1370
Lithuania,11,16,11912,58729,11242,3553
Ecuador,6,15,976,4037,1288,3906
Chile,10,14,3732,13771,12580,3945
Israel,9,14,4417,15464,3326,1612
Nepal,10,13,6409,25354,3121,787
Slovenia,7,13,5777,25388,4372,1928
Taiwan,8,13,2965,11982,2088,1552
Colombia,9,12,1600,5590,10160,4490
Latvia,8,12,2989,10963,2518,534
New Zealand,8,12,6094,22553,4085,1033
South Africa,8,12,9671,33227,9086,940
Bulgaria,8,11,6979,22672,5615,1511
Dominican Republic,7,11,7509,27486,3478,448
Estonia,9,11,2322,11862,3688,829
Bosnia and Herzegovina,7,9,2779,7533,1088,417
Kazakhstan,7,9,4927,16025,5221,1288
Thailand,7,9,8159,22319,5399,1177
Costa Rica,5,8,1603,4118,1051,440
Luxembourg,6,8,501,2059,1338,253
Peru,5,8,5619,20649,798,520
Serbia,4,7,3706,13121,2524,1094
Venezuela,5,7,772,1461,1367,1174
Vietnam,5,7,1579,4926,2332,706
Algeria,5,6,8951,23892,4277,630
Bolivia,2,6,3827,6863,1596,939
Kenya,3,6,1151,2390,1495,97
Kyrgyzstan,4,6,6874,12053,647,65
Macedonia,3,6,3456,14253,2145,9176
Sri Lanka,3,6,12244,36909,630,14958
Uganda,2,6,2776,3862,1884,202
Cameroon,3,5,12052,39120,5779,5944
Georgia,3,5,1178,3342,637,226
Iceland,4,5,4329,12929,2356,564
Malaysia,3,5,2698,7005,1472,522
Mali,2,5,1851,4347,272,46
Malta,3,5,1375,4138,603,178
Nigeria,3,5,1732,5818,592,55
South Korea,3,5,1367,6622,3802,224
Uruguay,2,5,4104,6252,1362,1095
Uzbekistan,4,5,7894,38702,2480,784
Chad,2,4,1255,5108,1377,713
Cuba,2,4,889,4363,1563,114
Egypt,2,4,576,997,543,152
Gaza Strip,1,4,315,459,66,133
Hong Kong,3,4,2454,5233,3149,323
Iran,2,4,3539,11616,2740,602
Jamaica,1,4,5603,6513,54,52
Moldova,3,4,1961,8915,3290,5619
