Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,577,611,98340,539838,249900,56884
Russia,334,376,87590,391301,110796,17928
United States,285,335,146567,699219,191478,126983
France,240,266,89662,386454,148393,47460
Italy,181,197,45555,215235,58269,25786
Poland,166,188,118909,597345,97762,52697
United Kingdom,142,166,29890,173977,70913,11892
Spain,125,151,34363,189211,46011,51682
Ukraine,120,136,39542,210733,43410,11475
Austria,94,107,27528,128458,34413,6380
Brazil,89,106,56311,270265,45010,12422
Japan,87,96,47682,251458,79931,35684
Mexico,40,93,55895,148336,9623,3300
Canada,71,91,146159,594738,33746,48664
Netherlands,73,88,8035,33808,25655,11123
Belarus,56,78,13613,47645,13957,2139
Switzerland,61,75,7461,31145,14656,4219
Malawi,18,71,51208,90265,5381,1341
Philippines,44,64,53220,215670,34391,2611
Sweden,55,64,15530,100167,19416,42449
Czech Republic,51,61,21278,88994,136725,34976
Belgium,49,58,11996,64215,29630,5256
Australia,45,54,414534,960658,27553,5960
China,48,52,38476,190521,25884,8145
Romania,35,51,6385,28002,7225,2111
India,43,49,23033,78891,11166,26713
Argentina,37,47,11187,51418,11042,2195
Portugal,34,45,19067,63247,10639,9504
Greece,38,44,7019,27146,8302,1114
Iran,40,44,23451,56453,8325,5806
Hungary,37,42,5038,23084,5525,1329
Thailand,35,42,7418,28842,4905,990
Algeria,34,38,11499,52110,8563,1725
Croatia,28,38,11959,26653,4207,3248
Indonesia,32,38,59353,156348,19700,27841
Kazakhstan,28,38,6711,12650,6739,1274
Norway,33,37,20016,91077,19366,2653
Ecuador,30,36,6213,21896,3215,939
Peru,27,35,11255,45918,43765,5585
Turkey,26,34,16907,73675,5677,1823
Taiwan,24,33,3269,7263,2785,728
Denmark,26,30,7508,27383,7866,2943
Finland,27,30,18234,67283,28228,6413
Slovakia,24,29,2581,10613,17142,2529
Iraq,19,27,1669,4881,619,109
Bulgaria,19,25,3526,13194,7001,1343
Chile,21,25,23657,95947,3294,5390
Colombia,19,24,9307,20922,2601,1822
Jamaica,7,24,8018,11425,3317,405
United Republic of Tanzania,14,23,31481,115644,12105,20304
Ireland,16,22,5533,24058,7290,1396
Lithuania,16,22,4736,19771,12362,7018
Saudi Arabia,13,22,412,767,361,38
South Korea,10,22,6925,12463,3511,431
Latvia,12,21,1132,2898,3003,948
Slovenia,15,21,98828,151616,9573,1565
Togo,12,21,13528,45483,1698,1169
Uzbekistan,14,21,4650,10857,2494,275
Bolivia,13,20,3895,15703,6645,1011
Georgia,16,20,3264,7723,693,1386
Malaysia,15,20,26210,37584,5539,3594
Vietnam,18,20,40674,139185,7642,10067
Moldova,13,19,3291,6092,1590,402
Nigeria,10,18,15823,60145,2494,1590
Bhutan,9,17,2203,9534,1356,804
United Arab Emirates,13,17,11538,24325,1280,743
Morocco,11,16,1129,3857,2013,391
Nepal,13,16,10587,41173,5222,306
South Africa,11,16,8780,44939,4568,893
Sri Lanka,10,16,6212,23087,1376,633
Honduras,11,15,8371,25778,4582,829
Kenya,8,15,7375,31743,1460,425
Kyrgyzstan,9,15,1560,2410,345,216
West Bank,9,15,2866,12540,1877,1617
Congo-Kinshasa,7,14,5314,14159,1745,754
Iceland,10,14,5610,12036,7652,1261
Israel,10,14,804,2964,2368,831
Bangladesh,8,13,7397,26626,1755,432
Cambodia,8,13,140,343,71,30
Cuba,10,13,2655,4443,1611,609
Lesotho,8,13,39752,178304,40999,1943
Luxembourg,6,13,374,1568,1314,247
Myanmar (Burma),12,13,3526,9131,1187,1070
Pakistan,8,13,874,2431,1145,359
Rwanda,9,13,6043,23008,1666,141
Venezuela,9,13,3108,7707,6523,3993
Azerbaijan,7,12,171,509,977,808
Fiji,6,12,5322,15796,904,903
Guinea,7,12,18653,58412,5332,10806
Libya,8,12,350,845,131,38
Macedonia,5,12,7536,20172,1165,3072
Mongolia,9,12,38557,153893,11385,10475
Serbia,9,12,8645,28697,3283,638
Bosnia and Herzegovina,7,11,450,1284,1264,114
Comoros,4,11,3557,4529,1771,611
Egypt,8,11,857,1441,950,183073
New Zealand,9,11,5354,20570,9516,3079
Armenia,9,10,602,1124,318,9
Ethiopia,8,10,16412,72707,2458,534
Oman,5,10,100,339,107,11
Paraguay,6,10,5080,13160,908,207
Cameroon,6,9,1585,4383,856,416
Costa Rica,5,9,605,1492,902,182
Cyprus,7,9,4789,5886,716,120
