Country,Contributors_mean,Contributors_max,Created_elements_max,Created_elements_sum,Modified_elements_sum,Deleted_elements_sum
Germany,581,658,61210,362077,233612,52386
United States,487,603,574851,2210456,329048,116038
France,278,322,53257,307588,156345,42221
Russia,229,265,132264,702968,145103,43975
Italy,190,211,34721,193510,64038,15975
United Kingdom,176,184,54589,272113,67098,40177
Poland,149,173,37289,232246,69613,23699
Japan,137,165,95827,556992,108852,42053
Spain,128,146,32938,190307,40600,9646
Brazil,102,126,81390,300462,40965,11134
United Republic of Tanzania,65,122,53168,219323,67227,33374
Indonesia,91,118,680371,2899031,269035,223208
Ukraine,89,101,31761,153880,41043,19478
Austria,89,98,20327,114640,60775,11806
Sri Lanka,60,94,42675,198629,38923,16885
Canada,79,87,118035,551697,33951,108226
Netherlands,75,86,16818,62189,36844,14790
Cameroon,49,81,34702,144461,116526,5324
Australia,68,79,48166,161529,41586,10397
Sweden,68,79,72431,405627,48803,11631
Switzerland,63,76,9397,33073,45088,3890
Belgium,62,72,11652,70048,40126,10302
China,60,70,35171,187016,27004,12988
Philippines,51,66,27339,100422,30870,13412
India,48,57,72093,276474,22751,15780
Myanmar (Burma),26,57,27138,109432,11108,6682
Czech Republic,43,55,8408,35983,32535,10497
Norway,46,54,315235,1007453,144070,110998
Zambia,34,53,158637,623166,71985,12958
Belarus,43,52,13663,47208,20502,8330
Iraq,36,52,5912,12421,4289,639
Nigeria,23,52,29265,120932,19226,4612
Uganda,23,51,54809,200961,21076,10212
Finland,40,49,21713,79084,13834,1620
Hungary,39,48,12198,45738,13789,1895
Peru,34,48,28414,146782,37109,7467
Argentina,37,47,16113,76904,17709,4543
Mexico,39,47,22195,110248,16719,5801
Iran,38,46,29031,82525,13689,10193
Bangladesh,29,42,128040,429240,65559,33450
Greece,35,42,8578,39094,18425,2729
Malaysia,30,40,31855,120914,39199,3232
Vietnam,29,38,19367,72888,21426,1892
Ecuador,24,37,10156,28644,4631,987
Thailand,23,37,49984,228123,15337,43341
Denmark,29,36,102490,203358,16765,7371
Portugal,29,36,7729,36118,6344,4653
Ivory Coast,12,33,29606,45624,761,1039
South Korea,24,31,7154,31472,11481,2858
Angola,20,30,27264,81331,43158,1782
Colombia,22,30,12473,55776,16024,5934
Romania,22,27,4159,18011,5728,1083
